002.txt	0.015104293823242188
003.txt	0.0008151531219482422
004.txt	0.0023441314697265625
005.txt	0.023936033248901367
006.txt	0.0004985332489013672
007.txt	0.044127702713012695
008.txt	0.0017437934875488281
009.txt	0.009877204895019531
010.txt	0.0023953914642333984
011.txt	0.010817527770996094
012.txt	0.0009605884552001953
013.txt	0.00032258033752441406
014.txt	0.0004928112030029297
015.txt	0.0012738704681396484
016.txt	0.0025577545166015625
017.txt	0.0016393661499023438
018.txt	0.0011494159698486328
019.txt	0.02199554443359375
020.txt	0.0005481243133544922
021.txt	0.0025391578674316406
022.txt	0.014268875122070312
023.txt	0.0005283355712890625
024.txt	0.0008509159088134766
025.txt	0.002542734146118164
026.txt	0.007065296173095703
027.txt	0.03619241714477539
028.txt	0.005437135696411133
029.txt	0.01936030387878418
030.txt	0.003103017807006836
031.txt	0.0009927749633789062
032.txt	0.0016872882843017578
033.txt	0.0028450489044189453
034.txt	0.007666349411010742
035.txt	0.0004112720489501953
036.txt	0.0020148754119873047
037.txt	0.01073312759399414
038.txt	0.003177642822265625
039.txt	0.0006406307220458984
040.txt	0.008519649505615234
041.txt	0.0037000179290771484
042.txt	0.006806850433349609
043.txt	0.04718208312988281
044.txt	0.002426624298095703
045.txt	0.00020742416381835938
046.txt	0.002256631851196289
047.txt	0.004332542419433594
048.txt	0.0006916522979736328
049.txt	0.0012569427490234375
050.txt	0.004960298538208008
051.txt	0.0013949871063232422
052.txt	0.0023193359375
053.txt	0.0007660388946533203
054.txt	0.0013167858123779297
055.txt	0.0009968280792236328
056.txt	0.00043892860412597656
057.txt	0.001277923583984375
058.txt	0.001791238784790039
059.txt	0.0006792545318603516
060.txt	0.0016999244689941406
061.txt	0.0006098747253417969
062.txt	0.0016477108001708984
063.txt	0.0006835460662841797
064.txt	0.0032498836517333984
065.txt	0.0008080005645751953
066.txt	0.005174160003662109
067.txt	0.001802682876586914
068.txt	0.0010063648223876953
069.txt	0.0005018711090087891
070.txt	0.0016829967498779297
071.txt	0.0005552768707275391
072.txt	0.0005896091461181641
073.txt	0.0007238388061523438
074.txt	0.002458333969116211
075.txt	0.0034449100494384766
076.txt	0.010516643524169922
077.txt	0.0010800361633300781
078.txt	0.002852916717529297
079.txt	0.0026013851165771484
080.txt	0.0027463436126708984
081.txt	0.0004897117614746094
082.txt	0.006205320358276367
083.txt	0.0011363029479980469
084.txt	0.0005724430084228516
085.txt	0.0010607242584228516
086.txt	0.0026001930236816406
087.txt	0.0026040077209472656
088.txt	0.0011146068572998047
