002.txt	0.014088153839111328
003.txt	0.00023102760314941406
004.txt	0.0002560615539550781
005.txt	0.0009222030639648438
006.txt	0.00016260147094726562
007.txt	0.024235010147094727
008.txt	0.0004761219024658203
009.txt	0.004899740219116211
010.txt	0.0005443096160888672
011.txt	0.003036975860595703
012.txt	0.00021886825561523438
013.txt	0.00015425682067871094
014.txt	0.0006918907165527344
015.txt	0.0001499652862548828
016.txt	0.0003600120544433594
017.txt	0.00019598007202148438
018.txt	0.0002779960632324219
019.txt	0.021335840225219727
020.txt	0.00013685226440429688
021.txt	0.0004889965057373047
022.txt	0.0017206668853759766
023.txt	0.00017881393432617188
024.txt	0.00021719932556152344
025.txt	0.0006909370422363281
026.txt	0.0014810562133789062
027.txt	0.03716468811035156
028.txt	0.0017552375793457031
029.txt	0.009703874588012695
030.txt	0.0005781650543212891
031.txt	0.00023603439331054688
032.txt	0.00028395652770996094
033.txt	0.0003020763397216797
034.txt	0.0015439987182617188
035.txt	5.125999450683594e-05
036.txt	0.00022029876708984375
037.txt	0.004914999008178711
038.txt	0.000675201416015625
039.txt	7.915496826171875e-05
040.txt	0.002256155014038086
041.txt	0.0005221366882324219
042.txt	0.0012140274047851562
043.txt	0.170759916305542
044.txt	0.0016677379608154297
045.txt	0.00018477439880371094
046.txt	0.0006761550903320312
047.txt	0.0013799667358398438
048.txt	0.0002048015594482422
049.txt	0.0003249645233154297
050.txt	0.002094268798828125
051.txt	0.00026798248291015625
052.txt	0.0006399154663085938
053.txt	0.00010180473327636719
054.txt	0.00021767616271972656
055.txt	0.00019288063049316406
056.txt	5.984306335449219e-05
057.txt	0.0002880096435546875
058.txt	0.0007798671722412109
059.txt	0.0002281665802001953
060.txt	0.0005891323089599609
061.txt	0.0004782676696777344
062.txt	0.000431060791015625
063.txt	0.0001270771026611328
064.txt	0.0014789104461669922
065.txt	7.915496826171875e-05
066.txt	0.0038542747497558594
067.txt	0.00040411949157714844
068.txt	0.00021219253540039062
069.txt	8.177757263183594e-05
070.txt	0.0005168914794921875
071.txt	0.00023508071899414062
072.txt	0.0002410411834716797
073.txt	0.0001800060272216797
074.txt	0.001529693603515625
075.txt	0.0007560253143310547
076.txt	0.011053800582885742
077.txt	9.298324584960938e-05
078.txt	0.0006620883941650391
079.txt	0.0004696846008300781
080.txt	0.00038504600524902344
081.txt	0.0001938343048095703
082.txt	0.004350900650024414
083.txt	0.00024175643920898438
084.txt	0.0002181529998779297
085.txt	0.0009510517120361328
086.txt	0.0006890296936035156
087.txt	0.0005860328674316406
088.txt	0.00025582313537597656
089.txt	0.0002529621124267578
090.txt	4.673004150390625e-05
091.txt	0.001074075698852539
092.txt	0.00011014938354492188
093.txt	5.698204040527344e-05
094.txt	0.00017905235290527344
095.txt	0.0007102489471435547
096.txt	0.00023889541625976562
097.txt	0.0002548694610595703
098.txt	0.0006830692291259766
099.txt	0.0003790855407714844
100.txt	8.106231689453125e-05
101.txt	0.003922939300537109
102.txt	0.00015282630920410156
103.txt	0.0003209114074707031
104.txt	0.0005121231079101562
105.txt	0.001008749008178711
106.txt	0.0004932880401611328
107.txt	7.176399230957031e-05
108.txt	0.0003540515899658203
109.txt	0.0003402233123779297
110.txt	0.0006399154663085938
111.txt	0.00016188621520996094
112.txt	0.0006160736083984375
113.txt	8.487701416015625e-05
114.txt	0.0004379749298095703
115.txt	0.0004189014434814453
116.txt	0.00013709068298339844
117.txt	0.00025391578674316406
118.txt	0.009801864624023438
119.txt	0.0026369094848632812
120.txt	0.0002689361572265625
121.txt	0.0002911090850830078
122.txt	0.0007939338684082031
123.txt	0.0001499652862548828
124.txt	0.0013501644134521484
125.txt	0.00023508071899414062
126.txt	0.0002551078796386719
127.txt	0.00024080276489257812
128.txt	0.0001850128173828125
129.txt	0.0008540153503417969
130.txt	5.0067901611328125e-05
131.txt	0.00018405914306640625
132.txt	0.0001838207244873047
133.txt	0.0009059906005859375
134.txt	0.00017189979553222656
135.txt	0.00017309188842773438
136.txt	0.0005810260772705078
137.txt	0.026363134384155273
138.txt	0.0003159046173095703
139.txt	0.0005042552947998047
140.txt	0.00036406517028808594
141.txt	0.0014238357543945312
142.txt	0.00018215179443359375
143.txt	0.0003845691680908203
144.txt	0.00025582313537597656
145.txt	0.0006458759307861328
146.txt	0.006639003753662109
147.txt	0.0013968944549560547
148.txt	5.316734313964844e-05
149.txt	9.489059448242188e-05
150.txt	0.001867055892944336
151.txt	5.507469177246094e-05
152.txt	0.007718086242675781
153.txt	4.982948303222656e-05
154.txt	0.001970052719116211
155.txt	5.2928924560546875e-05
156.txt	0.007275819778442383
157.txt	0.000186920166015625
158.txt	0.000125885009765625
159.txt	0.0018482208251953125
160.txt	0.0008459091186523438
161.txt	0.0017459392547607422
162.txt	0.0002510547637939453
163.txt	0.0004839897155761719
164.txt	0.0005748271942138672
165.txt	0.00019216537475585938
166.txt	0.0008990764617919922
167.txt	0.00021767616271972656
168.txt	0.00048470497131347656
169.txt	0.00045299530029296875
170.txt	0.00011706352233886719
171.txt	7.700920104980469e-05
172.txt	0.0004260540008544922
173.txt	0.0002319812774658203
174.txt	0.0008890628814697266
175.txt	0.00026416778564453125
176.txt	0.00010585784912109375
177.txt	0.00030803680419921875
178.txt	0.00041794776916503906
179.txt	0.010257959365844727
180.txt	0.00013399124145507812
181.txt	0.018468856811523438
182.txt	0.0002830028533935547
183.txt	0.00043082237243652344
184.txt	0.00067901611328125
185.txt	0.00037407875061035156
186.txt	0.0006957054138183594
187.txt	0.00028395652770996094
188.txt	0.0005056858062744141
