002.html			0.00168848037719726562
003.html			0.00027894973754882812
004.html			0.00025939941406250000
005.html			0.00110507011413574219
006.html			0.00019431114196777344
007.html			0.00152802467346191406
008.html			0.00026917457580566406
009.html			0.00074791908264160156
010.html			0.00026583671569824219
011.html			0.00061655044555664062
012.html			0.00020480155944824219
013.html			0.00015974044799804688
014.html			0.00017476081848144531
015.html			0.00018763542175292969
016.html			0.00026249885559082031
017.html			0.00027060508728027344
018.html			0.00026392936706542969
019.html			0.00134682655334472656
020.html			0.00015425682067871094
021.html			0.00025391578674316406
022.html			0.00141477584838867188
023.html			0.00017142295837402344
024.html			0.00016832351684570312
025.html			0.00038957595825195312
026.html			0.00056219100952148438
027.html			0.00187468528747558594
028.html			0.00044322013854980469
029.html			0.00100541114807128906
030.html			0.00025248527526855469
031.html			0.00024223327636718750
032.html			0.00014066696166992188
033.html			0.00021719932556152344
034.html			0.00044941902160644531
035.html			0.00017142295837402344
036.html			0.00023365020751953125
037.html			0.00063300132751464844
038.html			0.00030231475830078125
039.html			0.00015521049499511719
040.html			0.00032329559326171875
041.html			0.00018143653869628906
042.html			0.00019192695617675781
043.html			0.00238442420959472656
044.html			0.00021028518676757812
045.html			0.00008106231689453125
046.html			0.00018143653869628906
047.html			0.00022673606872558594
048.html			0.00009036064147949219
049.html			0.00010156631469726562
050.html			0.00026130676269531250
051.html			0.00013613700866699219
052.html			0.00016307830810546875
053.html			0.00012612342834472656
054.html			0.00016927719116210938
055.html			0.00012946128845214844
056.html			0.00007748603820800781
057.html			0.00010347366333007812
058.html			0.00015401840209960938
059.html			0.00012683868408203125
060.html			0.00017881393432617188
061.html			0.00010871887207031250
062.html			0.00011730194091796875
063.html			0.00010919570922851562
064.html			0.00020408630371093750
065.html			0.00010204315185546875
066.html			0.00032997131347656250
067.html			0.00013089179992675781
068.html			0.00011706352233886719
069.html			0.00010061264038085938
070.html			0.00013756752014160156
071.html			0.00009965896606445312
072.html			0.00009441375732421875
073.html			0.00010251998901367188
074.html			0.00018453598022460938
075.html			0.00085854530334472656
076.html			0.00063300132751464844
077.html			0.00014257431030273438
078.html			0.00013971328735351562
079.html			0.00014019012451171875
080.html			0.00020837783813476562
081.html			0.00010371208190917969
082.html			0.00033998489379882812
083.html			0.00012302398681640625
084.html			0.00010895729064941406
085.html			0.00014686584472656250
086.html			0.00015807151794433594
087.html			0.00017690658569335938
088.html			0.00015020370483398438
089.html			0.00013160705566406250
090.html			0.00007200241088867188
091.html			0.00019812583923339844
092.html			0.00010442733764648438
093.html			0.00012063980102539062
094.html			0.00015544891357421875
095.html			0.00022077560424804688
096.html			0.00011372566223144531
097.html			0.00012803077697753906
098.html			0.00015902519226074219
099.html			0.00015449523925781250
100.html			0.00010013580322265625
101.html			0.00031423568725585938
102.html			0.00007128715515136719
103.html			0.00011038780212402344
104.html			0.00010776519775390625
105.html			0.00018286705017089844
106.html			0.00016713142395019531
107.html			0.00008893013000488281
108.html			0.00012516975402832031
109.html			0.00012493133544921875
110.html			0.00008869171142578125
111.html			0.00008177757263183594
112.html			0.00014376640319824219
113.html			0.00009465217590332031
114.html			0.00024938583374023438
115.html			0.00021624565124511719
116.html			0.00011134147644042969
117.html			0.00014448165893554688
118.html			0.00060009956359863281
119.html			0.00028085708618164062
120.html			0.00017046928405761719
121.html			0.00013422966003417969
122.html			0.00022196769714355469
123.html			0.00011110305786132812
124.html			0.00024485588073730469
125.html			0.00013041496276855469
126.html			0.00012636184692382812
127.html			0.00009346008300781250
128.html			0.00008869171142578125
129.html			0.00018501281738281250
130.html			0.00007128715515136719
131.html			0.00011301040649414062
132.html			0.00010514259338378906
133.html			0.00031709671020507812
134.html			0.00011610984802246094
135.html			0.00010204315185546875
136.html			0.00018453598022460938
137.html			0.00107693672180175781
138.html			0.00012254714965820312
139.html			0.00013327598571777344
140.html			0.00009441375732421875
141.html			0.00032472610473632812
142.html			0.00009703636169433594
143.html			0.00011229515075683594
144.html			0.00009584426879882812
145.html			0.00015640258789062500
146.html			0.00043916702270507812
147.html			0.00062298774719238281
148.html			0.00008392333984375000
149.html			0.00010824203491210938
150.html			0.00041103363037109375
151.html			0.00008940696716308594
152.html			0.00068092346191406250
153.html			0.00007867813110351562
154.html			0.00034475326538085938
155.html			0.00009846687316894531
156.html			0.00042033195495605469
157.html			0.00009441375732421875
158.html			0.00008511543273925781
159.html			0.00027394294738769531
160.html			0.00018429756164550781
161.html			0.00030207633972167969
162.html			0.00012564659118652344
163.html			0.00014257431030273438
164.html			0.00016593933105468750
165.html			0.00010442733764648438
166.html			0.00027227401733398438
167.html			0.00016093254089355469
168.html			0.00012898445129394531
169.html			0.00009202957153320312
170.html			0.00012779235839843750
171.html			0.00015497207641601562
172.html			0.00023579597473144531
173.html			0.00019645690917968750
174.html			0.00020098686218261719
175.html			0.00012540817260742188
176.html			0.00063729286193847656
177.html			0.00021815299987792969
178.html			0.00014638900756835938
179.html			0.00057697296142578125
180.html			0.00012803077697753906
181.html			0.00079846382141113281
182.html			0.00014424324035644531
183.html			0.00069236755371093750
184.html			0.00015568733215332031
185.html			0.00018477439880371094
186.html			0.00009632110595703125
187.html			0.00013327598571777344
188.html			0.00014090538024902344
189.html			0.00043725967407226562
190.html			0.00012445449829101562
191.html			0.00011301040649414062
192.html			0.00018906593322753906
193.html			0.00056815147399902344
194.html			0.00037860870361328125
195.html			0.00016975402832031250
196.html			0.00010633468627929688
197.html			0.00024533271789550781
198.html			0.00011801719665527344
199.html			0.00017452239990234375
200.html			0.00010728836059570312
201.html			0.00011897087097167969
202.html			0.00016164779663085938
203.html			0.00064516067504882812
204.html			0.00015497207641601562
205.html			0.00023198127746582031
206.html			0.00014114379882812500
207.html			0.00020813941955566406
208.html			0.00013303756713867188
209.html			0.00017976760864257812
210.html			0.00012016296386718750
211.html			0.00013470649719238281
212.html			0.00014400482177734375
213.html			0.00146269798278808594
214.html			0.00011682510375976562
215.html			0.00020194053649902344
216.html			0.00012826919555664062
217.html			0.00009822845458984375
218.html			0.00010609626770019531
219.html			0.00014472007751464844
220.html			0.00014495849609375000
221.html			0.00019240379333496094
222.html			0.00053715705871582031
223.html			0.00033044815063476562
224.html			0.00014352798461914062
225.html			0.00013589859008789062
226.html			0.00040054321289062500
227.html			0.00010848045349121094
228.html			0.00009918212890625000
229.html			0.00014042854309082031
230.html			0.00020265579223632812
231.html			0.00010442733764648438
232.html			0.00023794174194335938
233.html			0.00042390823364257812
234.html			0.00068593025207519531
235.html			0.00056552886962890625
236.html			0.00037336349487304688
237.html			0.00026154518127441406
238.html			0.00023961067199707031
239.html			0.00029635429382324219
240.html			0.00078535079956054688
241.html			0.00029182434082031250
242.html			0.00044608116149902344
243.html			0.00094699859619140625
244.html			0.00048685073852539062
245.html			0.00027513504028320312
246.html			0.00047230720520019531
247.html			0.00056600570678710938
248.html			0.00028467178344726562
249.html			0.00122117996215820312
250.html			0.00043296813964843750
251.html			0.00030517578125000000
252.html			0.00054860115051269531
